Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
60,56,6,6,54,50,18,Train/18/00018_00039_00018.png
52,49,6,6,47,44,26,Train/26/00026_00012_00022.png
50,47,5,6,45,42,11,Train/11/00011_00025_00018.png
62,54,6,5,57,49,19,Train/19/00019_00002_00015.png
75,70,6,6,69,64,30,Train/30/00030_00007_00021.png
39,38,5,6,34,33,29,Train/29/00029_00002_00004.png
42,39,5,5,36,34,13,Train/13/00013_00034_00018.png
50,44,6,5,45,39,13,Train/13/00013_00044_00012.png
49,40,5,5,44,35,30,Train/30/00030_00000_00014.png
82,72,7,7,75,66,22,Train/22/00022_00003_00026.png
81,80,7,8,73,73,13,Train/13/00013_00015_00013.png
36,37,5,6,30,31,29,Train/29/00029_00007_00004.png
48,43,6,5,43,38,19,Train/19/00019_00002_00005.png
83,72,8,6,75,66,11,Train/11/00011_00038_00020.png
44,42,6,5,39,37,25,Train/25/00025_00022_00006.png
68,61,7,5,62,56,13,Train/13/00013_00009_00023.png
134,125,11,11,123,115,25,Train/25/00025_00008_00020.png
63,57,5,5,58,52,13,Train/13/00013_00041_00007.png
55,54,5,5,50,49,25,Train/25/00025_00016_00022.png
39,38,5,5,34,33,18,Train/18/00018_00021_00015.png
48,52,5,5,43,47,13,Train/13/00013_00058_00027.png
46,44,5,5,41,39,25,Train/25/00025_00028_00002.png
56,59,6,6,50,54,11,Train/11/00011_00037_00024.png
73,70,6,7,67,63,25,Train/25/00025_00037_00024.png
83,75,8,6,76,69,30,Train/30/00030_00012_00027.png
37,35,6,6,32,30,21,Train/21/00021_00009_00004.png
108,97,9,8,99,89,31,Train/31/00031_00009_00028.png
55,55,6,6,50,50,11,Train/11/00011_00043_00027.png
35,30,6,5,30,25,13,Train/13/00013_00052_00008.png
177,166,16,15,162,151,25,Train/25/00025_00008_00025.png
110,104,9,10,101,95,29,Train/29/00029_00003_00029.png
153,136,13,12,140,124,13,Train/13/00013_00057_00029.png
52,53,5,6,47,48,20,Train/20/00020_00004_00027.png
35,33,5,5,29,28,13,Train/13/00013_00000_00010.png
59,54,5,5,54,49,11,Train/11/00011_00029_00009.png
74,70,6,6,68,64,25,Train/25/00025_00045_00028.png
87,80,7,7,79,73,31,Train/31/00031_00019_00027.png
34,33,5,5,29,27,27,Train/27/00027_00005_00010.png
41,35,6,5,36,30,30,Train/30/00030_00013_00013.png
45,40,5,6,40,35,25,Train/25/00025_00045_00014.png
42,39,5,6,37,34,26,Train/26/00026_00018_00014.png
49,48,5,5,44,43,25,Train/25/00025_00031_00018.png
33,33,5,5,28,28,11,Train/11/00011_00004_00000.png
31,31,5,6,26,26,25,Train/25/00025_00002_00006.png
41,38,5,6,36,33,11,Train/11/00011_00023_00011.png
27,28,6,6,22,22,23,Train/23/00023_00000_00002.png
74,69,7,6,68,62,18,Train/18/00018_00020_00009.png
29,26,6,5,24,21,27,Train/27/00027_00005_00001.png
50,47,5,5,45,42,18,Train/18/00018_00002_00017.png
54,49,5,6,49,44,31,Train/31/00031_00018_00015.png
68,61,6,5,62,56,23,Train/23/00023_00008_00017.png
32,30,5,6,27,25,18,Train/18/00018_00035_00006.png
70,63,7,5,64,57,19,Train/19/00019_00003_00023.png
64,62,5,6,59,57,13,Train/13/00013_00061_00014.png
44,40,6,5,39,35,23,Train/23/00023_00006_00014.png
69,63,6,6,62,58,18,Train/18/00018_00025_00020.png
39,37,6,6,34,32,11,Train/11/00011_00041_00007.png
41,40,5,5,36,35,11,Train/11/00011_00016_00004.png
72,68,7,7,66,62,25,Train/25/00025_00040_00021.png
34,31,6,6,29,26,18,Train/18/00018_00029_00000.png
34,30,6,6,28,25,13,Train/13/00013_00049_00005.png
45,44,5,6,39,38,11,Train/11/00011_00031_00007.png
52,49,5,6,46,43,13,Train/13/00013_00020_00014.png
32,27,6,5,26,22,18,Train/18/00018_00009_00003.png
64,60,5,5,58,55,21,Train/21/00021_00005_00022.png
27,33,5,5,22,28,13,Train/13/00013_00023_00003.png
56,51,6,5,51,46,30,Train/30/00030_00007_00015.png
41,37,6,6,36,32,25,Train/25/00025_00025_00009.png
44,41,6,6,39,35,26,Train/26/00026_00016_00017.png
72,67,7,6,66,61,13,Train/13/00013_00015_00007.png
50,50,6,6,45,45,13,Train/13/00013_00022_00007.png
45,43,6,6,39,37,11,Train/11/00011_00012_00009.png
63,58,5,6,58,53,28,Train/28/00028_00011_00029.png
57,54,5,6,52,49,13,Train/13/00013_00003_00014.png
94,81,8,7,86,74,13,Train/13/00013_00047_00021.png
26,30,5,6,21,25,13,Train/13/00013_00001_00002.png
73,64,7,5,67,59,11,Train/11/00011_00010_00017.png
113,100,10,8,103,91,26,Train/26/00026_00015_00013.png
34,32,5,5,29,27,30,Train/30/00030_00001_00000.png
123,110,11,10,113,101,11,Train/11/00011_00026_00023.png
68,72,7,7,62,66,25,Train/25/00025_00011_00009.png
144,130,13,11,132,119,25,Train/25/00025_00015_00028.png
63,62,5,6,57,56,29,Train/29/00029_00007_00021.png
87,79,7,7,80,72,13,Train/13/00013_00014_00020.png
75,64,6,5,69,58,26,Train/26/00026_00017_00026.png
63,55,6,5,58,50,24,Train/24/00024_00003_00010.png
44,41,5,6,38,36,25,Train/25/00025_00041_00005.png
57,50,5,6,52,45,21,Train/21/00021_00004_00025.png
136,130,11,12,125,119,25,Train/25/00025_00029_00028.png
141,128,13,11,129,117,19,Train/19/00019_00003_00029.png
86,76,8,6,79,70,25,Train/25/00025_00010_00024.png
58,56,6,5,53,50,13,Train/13/00013_00000_00023.png
43,41,5,6,38,36,28,Train/28/00028_00017_00011.png
31,30,5,6,26,24,25,Train/25/00025_00039_00005.png
42,63,6,6,37,58,29,Train/29/00029_00000_00017.png
33,33,6,5,28,28,13,Train/13/00013_00001_00008.png
58,51,6,5,53,46,28,Train/28/00028_00007_00002.png
101,92,9,9,93,84,25,Train/25/00025_00014_00028.png
47,42,6,5,42,37,18,Train/18/00018_00033_00001.png
47,43,6,5,42,38,29,Train/29/00029_00002_00012.png
93,87,8,8,85,80,13,Train/13/00013_00067_00027.png
40,35,5,6,35,30,30,Train/30/00030_00008_00011.png
29,28,6,5,23,22,21,Train/21/00021_00010_00003.png
30,30,6,5,25,25,13,Train/13/00013_00050_00008.png
29,28,6,5,24,23,30,Train/30/00030_00006_00002.png
41,39,5,5,36,34,28,Train/28/00028_00011_00009.png
35,32,6,6,30,27,13,Train/13/00013_00020_00000.png
32,32,6,5,27,26,31,Train/31/00031_00013_00007.png
88,81,8,8,81,74,29,Train/29/00029_00006_00027.png
52,53,6,5,47,48,28,Train/28/00028_00005_00014.png
60,55,5,6,55,50,30,Train/30/00030_00002_00017.png
36,29,6,5,31,24,11,Train/11/00011_00019_00005.png
116,106,10,10,106,97,18,Train/18/00018_00029_00027.png
98,87,8,8,90,79,13,Train/13/00013_00019_00029.png
52,48,5,5,47,42,27,Train/27/00027_00005_00021.png
50,47,5,6,45,42,18,Train/18/00018_00009_00025.png
44,43,6,5,39,38,31,Train/31/00031_00019_00007.png
83,77,8,7,75,71,27,Train/27/00027_00000_00018.png
30,31,5,5,25,26,13,Train/13/00013_00003_00005.png
30,28,6,6,25,23,11,Train/11/00011_00000_00006.png
35,34,5,6,30,29,27,Train/27/00027_00005_00011.png
74,75,7,7,68,69,18,Train/18/00018_00036_00020.png
54,50,5,6,49,45,28,Train/28/00028_00017_00016.png
54,75,6,7,49,69,13,Train/13/00013_00026_00021.png
85,82,7,8,78,74,13,Train/13/00013_00061_00019.png
71,64,7,6,65,59,11,Train/11/00011_00017_00023.png
94,86,8,7,86,79,11,Train/11/00011_00008_00023.png
49,48,5,6,43,42,13,Train/13/00013_00000_00019.png
85,85,7,7,78,78,18,Train/18/00018_00032_00022.png
50,46,5,6,45,41,13,Train/13/00013_00052_00019.png
167,143,15,12,153,131,11,Train/11/00011_00026_00028.png
58,63,5,6,53,58,24,Train/24/00024_00001_00007.png
49,47,5,6,44,42,18,Train/18/00018_00011_00018.png
38,37,5,6,32,31,19,Train/19/00019_00006_00002.png
41,36,6,5,35,31,25,Train/25/00025_00004_00004.png
80,69,8,6,73,63,23,Train/23/00023_00013_00025.png
28,44,6,6,23,39,11,Train/11/00011_00028_00002.png
62,60,6,5,57,55,25,Train/25/00025_00000_00016.png
46,42,6,5,41,37,28,Train/28/00028_00006_00008.png
69,63,6,5,63,57,28,Train/28/00028_00002_00018.png
36,35,6,6,31,29,25,Train/25/00025_00015_00004.png
58,54,6,5,53,49,25,Train/25/00025_00031_00021.png
31,29,6,6,26,24,13,Train/13/00013_00031_00006.png
41,36,5,5,36,31,23,Train/23/00023_00004_00014.png
27,27,6,5,22,21,23,Train/23/00023_00000_00003.png
38,34,6,6,32,29,23,Train/23/00023_00002_00001.png
145,130,13,12,132,119,18,Train/18/00018_00004_00024.png
40,38,6,6,35,33,13,Train/13/00013_00043_00002.png
39,35,6,5,34,30,31,Train/31/00031_00001_00001.png
48,44,6,6,43,39,31,Train/31/00031_00025_00012.png
39,39,5,5,34,34,13,Train/13/00013_00037_00007.png
85,81,8,8,78,74,22,Train/22/00022_00001_00029.png
45,45,5,5,40,40,18,Train/18/00018_00015_00009.png
38,38,5,5,33,33,31,Train/31/00031_00011_00011.png
37,32,6,5,31,27,18,Train/18/00018_00016_00011.png
36,36,5,6,31,31,21,Train/21/00021_00007_00005.png
39,39,6,6,34,34,23,Train/23/00023_00009_00002.png
32,31,5,5,27,26,18,Train/18/00018_00021_00008.png
33,31,6,5,28,25,20,Train/20/00020_00001_00003.png
60,55,6,6,55,50,13,Train/13/00013_00030_00020.png
71,65,6,6,65,60,28,Train/28/00028_00002_00019.png
47,45,6,5,42,40,22,Train/22/00022_00002_00013.png
51,50,5,5,45,44,25,Train/25/00025_00017_00016.png
47,41,6,5,42,36,28,Train/28/00028_00002_00007.png
37,33,6,5,32,28,13,Train/13/00013_00033_00005.png
46,44,6,6,41,39,25,Train/25/00025_00010_00007.png
32,31,6,6,27,26,11,Train/11/00011_00041_00001.png
105,92,9,8,96,84,11,Train/11/00011_00014_00027.png
98,88,9,8,90,81,25,Train/25/00025_00027_00025.png
51,48,6,6,46,43,25,Train/25/00025_00002_00016.png
46,43,6,5,41,38,25,Train/25/00025_00019_00005.png
41,41,5,6,36,36,31,Train/31/00031_00005_00014.png
39,38,5,6,34,33,18,Train/18/00018_00039_00003.png
40,37,6,5,34,32,13,Train/13/00013_00030_00007.png
69,70,7,7,63,64,11,Train/11/00011_00035_00015.png
56,53,5,6,51,48,18,Train/18/00018_00002_00021.png
63,59,5,5,58,54,26,Train/26/00026_00004_00020.png
42,38,6,5,37,33,26,Train/26/00026_00005_00009.png
58,54,6,6,53,49,25,Train/25/00025_00027_00017.png
50,48,6,6,45,43,20,Train/20/00020_00002_00017.png
97,91,8,8,89,83,18,Train/18/00018_00002_00029.png
42,38,6,6,37,33,13,Train/13/00013_00060_00006.png
97,87,8,8,88,80,11,Train/11/00011_00016_00024.png
55,61,5,5,49,55,24,Train/24/00024_00001_00004.png
75,69,7,7,69,63,25,Train/25/00025_00002_00022.png
46,43,5,6,41,38,26,Train/26/00026_00007_00022.png
40,36,5,5,35,31,23,Train/23/00023_00015_00002.png
40,37,6,6,35,32,26,Train/26/00026_00016_00014.png
46,42,6,6,41,37,31,Train/31/00031_00012_00012.png
65,61,6,6,59,55,11,Train/11/00011_00029_00012.png
38,37,5,5,33,32,20,Train/20/00020_00002_00008.png
34,31,6,5,29,26,26,Train/26/00026_00002_00006.png
59,54,5,6,54,49,11,Train/11/00011_00014_00020.png
37,34,5,5,31,29,28,Train/28/00028_00015_00012.png
39,37,5,5,33,31,18,Train/18/00018_00025_00006.png
96,85,9,8,88,78,11,Train/11/00011_00000_00026.png
59,55,5,6,54,50,23,Train/23/00023_00009_00020.png
40,35,6,5,34,30,18,Train/18/00018_00016_00014.png
34,33,5,6,29,28,25,Train/25/00025_00039_00009.png
61,58,5,6,56,53,11,Train/11/00011_00034_00017.png
29,28,6,5,24,23,11,Train/11/00011_00025_00000.png
46,45,6,6,41,40,25,Train/25/00025_00030_00000.png
32,31,5,6,27,26,21,Train/21/00021_00002_00004.png
45,40,6,5,40,35,27,Train/27/00027_00006_00007.png
40,40,5,6,35,35,31,Train/31/00031_00002_00007.png
28,28,6,6,23,23,22,Train/22/00022_00010_00002.png
43,39,6,5,38,34,25,Train/25/00025_00035_00016.png
34,38,5,6,29,33,11,Train/11/00011_00037_00007.png
70,71,7,6,63,64,13,Train/13/00013_00002_00027.png
28,32,6,5,22,26,13,Train/13/00013_00023_00001.png
40,38,6,5,35,33,11,Train/11/00011_00012_00005.png
112,100,10,8,103,92,29,Train/29/00029_00001_00026.png
55,49,5,5,50,43,20,Train/20/00020_00006_00022.png
80,72,7,6,73,66,11,Train/11/00011_00022_00017.png
44,50,6,6,39,45,13,Train/13/00013_00011_00015.png
39,36,5,6,34,31,18,Train/18/00018_00017_00013.png
57,57,6,6,52,52,20,Train/20/00020_00009_00027.png
93,76,8,7,85,70,21,Train/21/00021_00001_00027.png
39,39,5,5,34,34,25,Train/25/00025_00027_00004.png
95,87,8,8,86,79,11,Train/11/00011_00029_00022.png
54,52,6,6,49,47,21,Train/21/00021_00006_00021.png
34,40,6,6,29,35,25,Train/25/00025_00048_00006.png
68,62,6,6,61,56,11,Train/11/00011_00029_00013.png
58,59,6,6,52,53,13,Train/13/00013_00001_00020.png
54,48,6,5,49,43,18,Train/18/00018_00039_00014.png
55,51,6,6,49,46,25,Train/25/00025_00038_00020.png
39,37,5,6,34,32,11,Train/11/00011_00025_00012.png
30,30,5,5,24,25,13,Train/13/00013_00005_00005.png
164,139,14,12,150,127,31,Train/31/00031_00014_00029.png
34,29,6,5,29,24,30,Train/30/00030_00013_00007.png
42,38,5,5,37,33,13,Train/13/00013_00006_00015.png
37,36,5,6,32,31,25,Train/25/00025_00032_00017.png
51,56,6,6,46,51,24,Train/24/00024_00008_00025.png
44,46,5,6,39,40,27,Train/27/00027_00003_00009.png
38,36,5,5,33,31,28,Train/28/00028_00012_00013.png
30,30,5,5,25,25,20,Train/20/00020_00007_00014.png
54,51,5,6,48,45,31,Train/31/00031_00019_00013.png
101,88,9,7,93,81,30,Train/30/00030_00002_00025.png
36,32,6,5,31,27,31,Train/31/00031_00007_00006.png
76,69,6,6,70,63,13,Train/13/00013_00006_00028.png
37,35,5,6,32,30,26,Train/26/00026_00007_00013.png
146,141,12,13,134,129,31,Train/31/00031_00002_00028.png
33,31,5,6,28,26,25,Train/25/00025_00020_00000.png
50,49,5,6,45,44,13,Train/13/00013_00056_00006.png
65,61,6,6,59,55,24,Train/24/00024_00002_00018.png
52,48,6,6,46,42,27,Train/27/00027_00000_00005.png
65,69,6,7,60,63,24,Train/24/00024_00001_00016.png
168,153,14,14,154,140,18,Train/18/00018_00004_00027.png
53,50,5,5,47,44,13,Train/13/00013_00051_00019.png
73,72,7,7,67,66,25,Train/25/00025_00029_00017.png
40,41,5,6,35,36,13,Train/13/00013_00064_00028.png
53,52,5,5,48,46,25,Train/25/00025_00017_00017.png
58,55,5,5,53,50,24,Train/24/00024_00003_00008.png
45,43,5,5,40,38,11,Train/11/00011_00017_00017.png
53,52,6,5,48,47,18,Train/18/00018_00037_00012.png
43,68,5,7,38,62,29,Train/29/00029_00000_00018.png
40,36,6,5,35,31,21,Train/21/00021_00004_00015.png
77,75,7,6,71,69,28,Train/28/00028_00016_00025.png
68,63,7,5,62,58,11,Train/11/00011_00036_00015.png
47,42,6,6,42,37,30,Train/30/00030_00001_00020.png
43,41,5,6,38,35,18,Train/18/00018_00002_00011.png
69,60,7,5,62,55,13,Train/13/00013_00056_00026.png
33,32,6,6,28,27,30,Train/30/00030_00014_00007.png
47,46,6,5,42,41,18,Train/18/00018_00037_00008.png
46,45,5,6,41,39,18,Train/18/00018_00011_00017.png
58,53,6,5,53,48,25,Train/25/00025_00012_00006.png
27,25,5,5,22,20,24,Train/24/00024_00005_00002.png
47,43,6,5,41,37,18,Train/18/00018_00039_00010.png
54,50,6,6,49,45,11,Train/11/00011_00010_00005.png
31,47,5,5,25,42,11,Train/11/00011_00028_00029.png
35,32,6,5,30,27,24,Train/24/00024_00005_00016.png
52,46,6,5,47,41,30,Train/30/00030_00004_00010.png
37,34,6,5,32,29,31,Train/31/00031_00002_00000.png
53,47,6,5,48,42,13,Train/13/00013_00019_00005.png
38,42,6,6,33,37,11,Train/11/00011_00037_00014.png
64,59,6,5,59,54,28,Train/28/00028_00012_00023.png
45,44,6,5,40,39,11,Train/11/00011_00042_00013.png
50,42,6,5,45,37,20,Train/20/00020_00001_00019.png
62,59,5,5,57,54,11,Train/11/00011_00012_00017.png
40,37,6,6,35,32,13,Train/13/00013_00040_00013.png
84,81,7,8,77,74,11,Train/11/00011_00039_00027.png
83,82,7,8,76,75,11,Train/11/00011_00001_00018.png
48,44,5,5,43,39,27,Train/27/00027_00006_00013.png
63,55,6,5,57,50,20,Train/20/00020_00010_00023.png
74,68,6,7,68,62,30,Train/30/00030_00009_00019.png
91,84,8,7,83,77,22,Train/22/00022_00012_00026.png
33,31,5,5,28,26,22,Train/22/00022_00012_00004.png
53,51,5,6,48,46,13,Train/13/00013_00055_00018.png
43,40,5,6,37,34,25,Train/25/00025_00018_00014.png
27,27,5,6,22,22,18,Train/18/00018_00000_00003.png
80,84,8,8,73,76,11,Train/11/00011_00037_00029.png
105,86,10,8,96,79,11,Train/11/00011_00025_00027.png
62,58,5,6,57,53,25,Train/25/00025_00021_00020.png
31,28,5,6,26,23,13,Train/13/00013_00004_00003.png
40,49,5,6,35,44,13,Train/13/00013_00026_00011.png
56,62,6,6,51,57,25,Train/25/00025_00048_00021.png
63,63,5,5,58,58,18,Train/18/00018_00022_00010.png
51,48,5,5,46,43,25,Train/25/00025_00044_00015.png
37,34,6,6,32,29,30,Train/30/00030_00014_00011.png
60,54,5,5,54,48,18,Train/18/00018_00007_00005.png
49,47,5,5,44,42,25,Train/25/00025_00028_00007.png
75,70,7,7,69,64,25,Train/25/00025_00030_00017.png
141,121,13,10,129,110,19,Train/19/00019_00000_00027.png
39,36,5,5,34,31,11,Train/11/00011_00023_00008.png
41,37,6,6,36,32,22,Train/22/00022_00009_00010.png
38,35,6,5,33,30,22,Train/22/00022_00006_00012.png
31,29,6,5,26,23,25,Train/25/00025_00035_00002.png
70,63,7,5,64,58,11,Train/11/00011_00002_00001.png
36,35,5,6,31,30,25,Train/25/00025_00025_00003.png
86,81,7,8,78,73,11,Train/11/00011_00016_00022.png
50,45,6,5,45,40,13,Train/13/00013_00010_00012.png
75,67,6,6,69,61,26,Train/26/00026_00008_00025.png
61,52,5,5,56,47,21,Train/21/00021_00008_00014.png
96,86,8,8,88,79,25,Train/25/00025_00009_00027.png
85,75,8,6,78,69,21,Train/21/00021_00006_00026.png
147,133,13,12,135,122,13,Train/13/00013_00015_00029.png
96,84,9,8,88,77,11,Train/11/00011_00021_00028.png
46,44,5,6,41,39,26,Train/26/00026_00011_00007.png
55,53,6,6,50,48,23,Train/23/00023_00016_00018.png
127,125,11,11,116,115,11,Train/11/00011_00035_00025.png
49,45,5,6,44,40,13,Train/13/00013_00043_00013.png
70,63,6,5,63,57,13,Train/13/00013_00007_00028.png
54,63,5,6,49,58,13,Train/13/00013_00011_00019.png
141,132,12,12,129,121,23,Train/23/00023_00001_00022.png
38,36,6,6,33,31,27,Train/27/00027_00001_00002.png
59,56,5,6,54,51,13,Train/13/00013_00066_00023.png
57,53,5,6,52,48,13,Train/13/00013_00019_00011.png
41,39,5,5,36,34,18,Train/18/00018_00002_00009.png
86,75,8,7,79,69,11,Train/11/00011_00018_00021.png
34,32,6,5,29,26,18,Train/18/00018_00023_00001.png
44,43,5,5,39,38,13,Train/13/00013_00036_00018.png
44,43,5,6,39,38,25,Train/25/00025_00009_00018.png
131,119,12,11,120,109,13,Train/13/00013_00003_00025.png
31,31,6,6,26,26,31,Train/31/00031_00022_00005.png
140,124,13,11,128,114,26,Train/26/00026_00015_00021.png
86,76,7,6,79,70,20,Train/20/00020_00011_00028.png
36,33,6,5,31,28,26,Train/26/00026_00003_00008.png
39,38,6,5,34,33,30,Train/30/00030_00006_00016.png
46,42,6,6,40,36,11,Train/11/00011_00009_00003.png
42,40,5,6,37,35,13,Train/13/00013_00063_00015.png
37,34,5,5,32,29,20,Train/20/00020_00010_00008.png
82,71,8,6,75,65,11,Train/11/00011_00027_00020.png
44,42,6,5,39,37,25,Train/25/00025_00033_00013.png
52,49,5,5,47,44,18,Train/18/00018_00003_00009.png
43,44,5,6,38,39,18,Train/18/00018_00015_00006.png
92,81,9,7,84,74,26,Train/26/00026_00011_00022.png
41,35,6,5,36,30,23,Train/23/00023_00016_00001.png
37,43,6,5,32,38,25,Train/25/00025_00048_00009.png
44,39,6,5,39,34,21,Train/21/00021_00004_00018.png
110,100,9,8,101,91,21,Train/21/00021_00006_00028.png
29,30,5,6,24,25,11,Train/11/00011_00015_00004.png
75,68,6,6,69,62,23,Train/23/00023_00014_00002.png
60,53,6,5,55,48,26,Train/26/00026_00014_00008.png
33,32,6,5,28,27,13,Train/13/00013_00058_00009.png
57,53,5,5,52,48,13,Train/13/00013_00061_00009.png
105,95,10,8,96,87,18,Train/18/00018_00003_00025.png
74,74,6,6,68,68,13,Train/13/00013_00010_00029.png
104,93,10,9,95,85,13,Train/13/00013_00070_00015.png
75,70,6,6,68,63,25,Train/25/00025_00007_00014.png
86,75,8,7,79,69,18,Train/18/00018_00008_00022.png
33,31,6,6,28,26,28,Train/28/00028_00015_00005.png
61,58,6,6,56,53,31,Train/31/00031_00010_00025.png
32,32,5,5,27,27,31,Train/31/00031_00021_00001.png
29,30,5,6,24,25,21,Train/21/00021_00010_00002.png
43,41,6,6,38,36,25,Train/25/00025_00049_00001.png
44,39,6,5,39,34,19,Train/19/00019_00002_00001.png
106,94,10,9,97,86,25,Train/25/00025_00001_00018.png
51,44,6,5,46,39,25,Train/25/00025_00025_00016.png
42,39,6,5,37,34,13,Train/13/00013_00071_00011.png
35,32,5,6,30,27,26,Train/26/00026_00017_00008.png
45,45,5,6,40,40,13,Train/13/00013_00062_00015.png
44,38,6,5,39,33,18,Train/18/00018_00034_00013.png
39,35,6,5,34,29,28,Train/28/00028_00001_00003.png
40,38,6,6,35,33,28,Train/28/00028_00004_00010.png
152,138,13,12,138,126,11,Train/11/00011_00012_00027.png
53,49,6,6,48,44,28,Train/28/00028_00009_00017.png
77,65,7,5,71,59,28,Train/28/00028_00007_00018.png
76,74,6,7,70,68,13,Train/13/00013_00046_00024.png
130,123,12,11,119,112,13,Train/13/00013_00054_00022.png
43,56,6,6,38,51,13,Train/13/00013_00023_00018.png
82,74,7,7,75,68,23,Train/23/00023_00014_00010.png
71,60,7,5,65,55,28,Train/28/00028_00009_00022.png
43,43,5,5,38,38,18,Train/18/00018_00038_00006.png
46,44,5,5,41,39,18,Train/18/00018_00024_00016.png
43,39,6,5,38,34,13,Train/13/00013_00044_00004.png
98,98,9,9,90,90,25,Train/25/00025_00023_00024.png
152,152,14,14,139,139,13,Train/13/00013_00045_00027.png
43,41,6,5,38,36,22,Train/22/00022_00011_00012.png
42,39,6,5,36,34,18,Train/18/00018_00030_00015.png
75,62,6,5,68,57,19,Train/19/00019_00000_00007.png
36,33,6,6,31,28,29,Train/29/00029_00005_00004.png
49,47,6,6,43,41,31,Train/31/00031_00016_00016.png
58,59,5,6,52,54,13,Train/13/00013_00002_00023.png
54,52,5,6,49,47,25,Train/25/00025_00012_00002.png
39,36,6,5,34,31,28,Train/28/00028_00017_00007.png
47,44,6,5,42,38,11,Train/11/00011_00014_00014.png
82,76,7,6,75,70,11,Train/11/00011_00012_00021.png
98,96,9,8,89,87,11,Train/11/00011_00036_00026.png
64,92,6,8,59,84,13,Train/13/00013_00008_00025.png
86,84,8,8,79,77,25,Train/25/00025_00013_00026.png
89,84,8,8,82,77,11,Train/11/00011_00034_00023.png
40,38,5,5,34,33,25,Train/25/00025_00032_00019.png
33,29,5,6,27,24,26,Train/26/00026_00017_00004.png
28,27,5,5,23,21,26,Train/26/00026_00018_00004.png
62,61,6,6,56,56,18,Train/18/00018_00022_00007.png
201,178,17,15,184,163,11,Train/11/00011_00002_00028.png
86,76,7,6,79,70,18,Train/18/00018_00010_00012.png
37,37,6,6,32,32,22,Train/22/00022_00011_00006.png
75,76,6,7,69,70,18,Train/18/00018_00015_00021.png
98,93,9,8,90,85,25,Train/25/00025_00031_00028.png
47,42,5,5,41,37,18,Train/18/00018_00027_00015.png
64,68,5,6,59,62,24,Train/24/00024_00001_00018.png
47,43,6,6,42,38,31,Train/31/00031_00014_00009.png
32,30,6,5,27,24,25,Train/25/00025_00018_00003.png
37,37,6,6,31,31,23,Train/23/00023_00012_00015.png
62,60,5,6,56,55,11,Train/11/00011_00001_00009.png
62,54,5,5,57,49,13,Train/13/00013_00047_00004.png
60,55,6,5,55,50,13,Train/13/00013_00051_00021.png
58,53,5,5,52,48,13,Train/13/00013_00056_00019.png
160,147,14,13,147,134,25,Train/25/00025_00001_00027.png
73,67,6,6,67,61,31,Train/31/00031_00015_00024.png
47,41,6,6,42,36,30,Train/30/00030_00003_00006.png
49,42,6,5,44,36,13,Train/13/00013_00033_00013.png
95,83,8,8,87,76,13,Train/13/00013_00047_00022.png
144,129,13,11,132,118,26,Train/26/00026_00015_00022.png
34,34,5,5,29,29,31,Train/31/00031_00011_00005.png
49,45,5,6,44,40,28,Train/28/00028_00002_00009.png
58,60,5,5,53,54,18,Train/18/00018_00022_00002.png
26,26,5,5,21,21,31,Train/31/00031_00022_00000.png
42,39,6,5,37,34,23,Train/23/00023_00009_00007.png
52,50,6,6,47,45,11,Train/11/00011_00016_00010.png
32,32,6,6,27,26,23,Train/23/00023_00005_00003.png
60,58,6,6,55,53,11,Train/11/00011_00016_00015.png
69,68,7,6,63,62,18,Train/18/00018_00038_00020.png
42,39,6,5,37,34,25,Train/25/00025_00022_00003.png
42,40,5,5,37,35,11,Train/11/00011_00039_00017.png
55,52,5,5,50,47,25,Train/25/00025_00035_00021.png
101,89,8,7,92,81,25,Train/25/00025_00001_00017.png
34,30,6,5,29,25,30,Train/30/00030_00008_00002.png
134,139,12,12,123,127,22,Train/22/00022_00002_00029.png
28,26,6,5,23,21,25,Train/25/00025_00032_00003.png
58,57,6,6,53,52,13,Train/13/00013_00046_00019.png
87,78,8,7,80,71,18,Train/18/00018_00001_00026.png
68,59,6,5,61,53,13,Train/13/00013_00052_00024.png
68,57,7,6,62,52,31,Train/31/00031_00004_00023.png
53,49,6,5,48,44,25,Train/25/00025_00024_00012.png
61,54,6,5,56,49,23,Train/23/00023_00011_00010.png
36,31,6,5,31,26,18,Train/18/00018_00017_00008.png
46,43,5,6,41,38,18,Train/18/00018_00006_00007.png
72,71,7,7,66,64,20,Train/20/00020_00002_00025.png
61,58,6,6,56,53,13,Train/13/00013_00030_00021.png
94,84,9,8,86,77,31,Train/31/00031_00025_00025.png
68,63,6,6,62,58,26,Train/26/00026_00003_00021.png
53,51,6,5,47,45,25,Train/25/00025_00016_00020.png
53,49,5,6,48,44,26,Train/26/00026_00014_00004.png
32,30,5,5,27,24,18,Train/18/00018_00011_00005.png
81,70,7,6,74,64,13,Train/13/00013_00047_00015.png
43,38,5,5,38,33,18,Train/18/00018_00027_00013.png
33,32,6,5,28,27,13,Train/13/00013_00027_00009.png
49,46,5,6,44,41,23,Train/23/00023_00009_00014.png
108,97,9,9,99,89,28,Train/28/00028_00001_00029.png
47,43,5,5,42,38,28,Train/28/00028_00003_00014.png
33,33,5,5,28,28,13,Train/13/00013_00062_00005.png
47,43,6,5,42,38,13,Train/13/00013_00024_00011.png
93,85,8,8,85,78,31,Train/31/00031_00015_00029.png
